match_number,batter,team_A,team_B,venue,runs_batter,balls_faced,bowler,wickets,runs_conceded,runs_at_venue,wickets_at_venue,runs_vs_opponent,wickets_vs_opponent,career_runs,career_wickets,career_runs_conceded,batting_form,bowling_form,next_match_runs,next_match_wickets
3.0,0,1,7,Mumbai,0.0,0.0,TG Southee,27.0,37.0,0.0,24.375,0.0,25.2,0.0,48.0,85.0,0.0,25.0,0.0,27.0
3.0,0,5,2,Eden Gardens,0.0,0.0,UT Yadav,26.0,28.0,0.0,21.166666666666668,0.0,23.363636363636363,0.0,194.0,215.0,0.0,26.666666666666668,0.0,26.0
3.0,0,5,4,Dubai,0.0,0.0,UT Yadav,26.0,49.0,0.0,24.0,0.0,22.7,0.0,220.0,243.0,0.0,27.333333333333332,0.0,24.0
3.0,0,10,1,RSA,0.0,0.0,VRV Singh,6.0,5.0,0.0,13.5,0.0,18.1,0.0,12.0,14.0,0.0,9.0,0.0,12.0
3.0,0,10,1,RSA,0.0,0.0,VS Malik,6.0,13.0,0.0,14.333333333333334,0.0,12.25,0.0,43.0,40.0,0.0,16.333333333333332,0.0,12.0
3.0,0,1,10,Mohali,0.0,0.0,VY Mahesh,19.0,23.0,0.0,21.5,0.0,23.25,0.0,0.0,0.0,0.0,19.0,0.0,13.0
3.0,0,10,1,RSA,0.0,0.0,VY Mahesh,13.0,25.0,0.0,13.0,0.0,13.0,0.0,19.0,23.0,0.0,16.0,0.0,25.0
3.0,0,5,2,Eden Gardens,0.0,0.0,Washington Sundar,25.0,48.0,0.0,16.333333333333332,0.0,20.8,0.0,24.0,16.0,0.0,24.5,0.0,6.0
3.0,0,5,4,Dubai,0.0,0.0,Washington Sundar,6.0,7.0,0.0,20.133333333333333,0.0,17.928571428571427,0.0,49.0,64.0,0.0,18.333333333333332,0.0,25.0
3.0,0,10,1,RSA,0.0,0.0,YA Abdulla,7.0,19.0,0.0,20.0,0.0,17.8,0.0,0.0,0.0,0.0,7.0,0.0,14.0
3.0,0,14,2,Jaipur,0.0,0.0,YK Pathan,6.0,15.0,0.0,13.333333333333334,0.0,12.32,0.0,0.0,0.0,0.0,6.0,0.0,6.0
3.0,0,5,2,Eden Gardens,0.0,0.0,YS Chahal,19.0,29.0,0.0,23.7,0.0,22.285714285714285,0.0,319.0,400.0,0.0,22.666666666666668,0.0,24.0
3.0,0,5,4,Dubai,0.0,0.0,YS Chahal,24.0,22.0,0.0,23.071428571428573,0.0,24.083333333333332,0.0,338.0,429.0,0.0,22.666666666666668,0.0,26.0
3.0,0,13,5,Delhi,0.0,0.0,Z Khan,24.0,31.0,0.0,23.4,0.0,24.47826086956522,0.0,127.0,149.0,0.0,25.333333333333332,0.0,24.0
4.0,0,2,5,Eden Gardens,0.0,0.0,A Kumble,24.0,19.0,0.0,21.0,0.0,23.916666666666668,0.0,64.0,53.0,0.0,21.333333333333332,0.0,25.0
4.0,0,4,7,Dubai,0.0,0.0,A Mishra,24.0,27.0,0.0,22.625,0.0,23.818181818181817,0.0,114.0,131.0,0.0,24.0,0.0,25.0
4.0,0,3,4,Chennai,0.0,0.0,A Nehra,26.0,31.0,0.0,24.09090909090909,0.0,21.666666666666668,0.0,193.0,284.0,0.0,23.0,0.0,14.0
4.0,0,5,4,Banglore,0.0,0.0,A Nehra,14.0,21.0,0.0,21.833333333333332,0.0,21.666666666666668,0.0,219.0,315.0,0.0,19.333333333333332,0.0,25.0
4.0,0,10,7,Delhi,0.0,0.0,A Nehra,25.0,35.0,0.0,21.0,0.0,21.5,0.0,233.0,336.0,0.0,21.666666666666668,0.0,26.0
4.0,0,7,1,Jaipur,0.0,0.0,A Singh,25.0,26.0,0.0,21.6,0.0,25.0,0.0,24.0,35.0,0.0,24.5,0.0,24.0
4.0,0,7,1,Jaipur,0.0,0.0,AA Chavan,18.0,28.0,0.0,21.5,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,25.0
4.0,0,2,4,Eden Gardens,0.0,0.0,AB Agarkar,12.0,19.0,0.0,19.857142857142858,0.0,18.666666666666668,0.0,28.0,25.0,0.0,20.0,0.0,21.0
4.0,0,1,12,Indore,0.0,0.0,AB Dinda,18.0,26.0,0.0,18.0,0.0,19.4,0.0,98.0,136.0,0.0,23.666666666666668,0.0,19.0
4.0,0,2,4,Eden Gardens,0.0,0.0,AB Dinda,19.0,18.0,0.0,19.615384615384617,0.0,23.6,0.0,116.0,162.0,0.0,21.0,0.0,24.0
4.0,0,2,5,Eden Gardens,0.0,0.0,AD Mathews,24.0,20.0,0.0,19.857142857142858,0.0,15.75,0.0,0.0,0.0,0.0,24.0,0.0,18.0
4.0,0,5,4,Banglore,0.0,0.0,AF Milne,25.0,44.0,0.0,24.5,0.0,22.0,0.0,15.0,19.0,0.0,20.0,0.0,19.0
4.0,0,10,8,Delhi,0.0,0.0,AG Murtaza,25.0,21.0,0.0,25.0,0.0,24.5,0.0,24.0,46.0,0.0,24.5,0.0,24.0
4.0,0,1,7,Jaipur,0.0,0.0,AS Rajpoot,26.0,34.0,0.0,26.0,0.0,22.333333333333332,0.0,0.0,0.0,0.0,26.0,0.0,25.0
4.0,0,1,7,Mumbai,0.0,0.0,Arshdeep Singh,24.0,35.0,0.0,21.6875,0.0,24.428571428571427,0.0,71.0,83.0,0.0,25.666666666666668,0.0,23.0
4.0,0,6,9,Mumbai,0.0,0.0,Avesh Khan,22.0,34.0,0.0,23.785714285714285,0.0,24.0,0.0,174.0,237.0,0.0,23.666666666666668,0.0,19.0
4.0,0,7,6,Jaipur,0.0,0.0,Avesh Khan,19.0,21.0,0.0,24.166666666666668,0.0,21.307692307692307,0.0,196.0,271.0,0.0,21.666666666666668,0.0,19.0
4.0,0,3,4,Chennai,0.0,0.0,B Kumar,27.0,36.0,0.0,21.166666666666668,0.0,24.32894736842105,0.0,177.0,274.0,0.0,26.333333333333332,0.0,21.0
4.0,0,4,7,Dubai,0.0,0.0,B Kumar,21.0,23.0,0.0,23.4,0.0,22.285714285714285,0.0,204.0,310.0,0.0,25.0,0.0,27.0
4.0,0,5,4,Banglore,0.0,0.0,B Kumar,27.0,55.0,0.0,23.22222222222222,0.0,24.32894736842105,0.0,225.0,333.0,0.0,25.0,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,B Stanlake,25.0,29.0,0.0,25.333333333333332,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0
4.0,0,1,7,Mumbai,0.0,0.0,C Sakariya,25.0,31.0,0.0,25.125,0.0,25.714285714285715,0.0,0.0,0.0,0.0,25.0,0.0,24.0
4.0,0,2,5,Eden Gardens,0.0,0.0,CK Langeveldt,24.0,27.0,0.0,24.0,0.0,25.333333333333332,0.0,27.0,30.0,0.0,25.5,0.0,25.0
4.0,0,3,4,Chennai,0.0,0.0,DJ Bravo,26.0,26.0,0.0,21.783783783783782,0.0,19.9,0.0,175.0,220.0,0.0,17.333333333333332,0.0,12.0
4.0,0,7,3,Dubai,0.0,0.0,DL Chahar,24.0,32.0,0.0,23.136363636363637,0.0,23.25,0.0,302.0,386.0,0.0,20.0,0.0,7.0
4.0,0,4,7,Dubai,0.0,0.0,DS Kulkarni,25.0,24.0,0.0,23.0,0.0,22.714285714285715,0.0,64.0,96.0,0.0,21.0,0.0,18.0
4.0,0,2,5,Eden Gardens,0.0,0.0,DW Steyn,26.0,39.0,0.0,25.0,0.0,24.058823529411764,0.0,81.0,61.0,0.0,24.0,0.0,24.0
4.0,0,4,7,Dubai,0.0,0.0,DW Steyn,24.0,29.0,0.0,24.625,0.0,27.4,0.0,107.0,100.0,0.0,24.333333333333332,0.0,26.0
4.0,0,4,2,RSA,0.0,0.0,FH Edwards,24.0,9.0,0.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,Fazalhaq Farooqi,24.0,42.0,0.0,24.0,0.0,22.333333333333332,0.0,0.0,0.0,0.0,24.0,0.0,19.0
4.0,0,5,4,Banglore,0.0,0.0,HV Patel,25.0,33.0,0.0,21.954545454545453,0.0,21.625,0.0,98.0,125.0,0.0,26.0,0.0,26.0
4.0,0,10,8,Delhi,0.0,0.0,Harbhajan Singh,19.0,14.0,0.0,20.5,0.0,22.363636363636363,0.0,181.0,220.0,0.0,16.333333333333332,0.0,12.0
4.0,0,4,2,RSA,0.0,0.0,Harmeet Singh,25.0,24.0,0.0,20.285714285714285,0.0,20.333333333333332,0.0,48.0,50.0,0.0,22.333333333333332,0.0,28.0
4.0,0,2,4,Eden Gardens,0.0,0.0,I Sharma,21.0,10.0,0.0,21.076923076923077,0.0,20.869565217391305,0.0,179.0,220.0,0.0,23.333333333333332,0.0,25.0
4.0,0,2,5,Eden Gardens,0.0,0.0,I Sharma,25.0,28.0,0.0,21.076923076923077,0.0,24.666666666666668,0.0,200.0,230.0,0.0,23.333333333333332,0.0,22.0
4.0,0,3,4,Chennai,0.0,0.0,I Sharma,22.0,46.0,0.0,21.4,0.0,20.869565217391305,0.0,225.0,258.0,0.0,22.666666666666668,0.0,25.0
4.0,0,4,7,Dubai,0.0,0.0,I Sharma,25.0,29.0,0.0,23.0,0.0,22.833333333333332,0.0,247.0,304.0,0.0,24.0,0.0,18.0
4.0,0,3,4,Chennai,0.0,0.0,IC Pandey,18.0,31.0,0.0,18.4,0.0,18.0,0.0,67.0,93.0,0.0,20.0,0.0,24.0
4.0,0,1,12,Indore,0.0,0.0,Imran Tahir,24.0,29.0,0.0,24.0,0.0,24.428571428571427,0.0,115.0,125.0,0.0,24.0,0.0,24.0
4.0,0,7,1,Jaipur,0.0,0.0,J Botha,24.0,37.0,0.0,22.333333333333332,0.0,18.0,0.0,0.0,0.0,0.0,24.0,0.0,26.0
4.0,0,7,3,Dubai,0.0,0.0,JD Unadkat,26.0,44.0,0.0,21.384615384615383,0.0,18.333333333333332,0.0,104.0,144.0,0.0,23.333333333333332,0.0,26.0
4.0,0,10,8,Delhi,0.0,0.0,JEC Franklin,6.0,9.0,0.0,6.0,0.0,10.625,0.0,0.0,0.0,0.0,6.0,0.0,6.0
4.0,0,7,4,Hyderabad,0.0,0.0,JO Holder,18.0,16.0,0.0,18.5,0.0,26.071428571428573,0.0,0.0,0.0,0.0,18.0,0.0,19.0
4.0,0,10,8,Delhi,0.0,0.0,KA Pollard,19.0,18.0,0.0,13.375,0.0,14.5,0.0,26.0,15.0,0.0,22.5,0.0,25.0
4.0,0,7,4,Hyderabad,0.0,0.0,KM Asif,19.0,15.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,28.0
4.0,0,4,7,Dubai,0.0,0.0,KW Richardson,26.0,27.0,0.0,23.5,0.0,25.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0
4.0,0,7,3,Dubai,0.0,0.0,L Ngidi,28.0,56.0,0.0,26.0,0.0,27.555555555555557,0.0,74.0,84.0,0.0,34.0,0.0,25.0
4.0,0,6,9,Mumbai,0.0,0.0,LH Ferguson,25.0,24.0,0.0,22.23076923076923,0.0,23.857142857142858,0.0,151.0,195.0,0.0,24.333333333333332,0.0,26.0
4.0,0,1,7,Mumbai,0.0,0.0,M Ashwin,27.0,45.0,0.0,21.384615384615383,0.0,21.25,0.0,48.0,30.0,0.0,25.0,0.0,19.0
4.0,0,2,4,Eden Gardens,0.0,0.0,M Kartik,22.0,17.0,0.0,22.6,0.0,21.666666666666668,0.0,43.0,42.0,0.0,21.666666666666668,0.0,25.0
4.0,0,2,5,Eden Gardens,0.0,0.0,M Kartik,25.0,23.0,0.0,22.6,0.0,21.11111111111111,0.0,65.0,59.0,0.0,24.0,0.0,6.0
4.0,0,10,8,Delhi,0.0,0.0,MM Patel,18.0,20.0,0.0,19.5,0.0,23.3125,0.0,144.0,183.0,0.0,20.0,0.0,25.0
4.0,0,1,12,Indore,0.0,0.0,MM Sharma,24.0,34.0,0.0,19.0,0.0,24.0,0.0,208.0,313.0,0.0,19.0,0.0,24.0
4.0,0,3,4,Chennai,0.0,0.0,MM Sharma,24.0,36.0,0.0,21.2,0.0,22.285714285714285,0.0,232.0,347.0,0.0,21.666666666666668,0.0,25.0
4.0,0,1,12,Indore,0.0,0.0,MP Stoinis,21.0,28.0,0.0,13.833333333333334,0.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0
4.0,0,1,7,Jaipur,0.0,0.0,Mohammed Shami,24.0,33.0,0.0,23.2,0.0,23.75,0.0,178.0,252.0,0.0,20.666666666666668,0.0,26.0
4.0,0,1,7,Mumbai,0.0,0.0,Mohammed Shami,26.0,33.0,0.0,24.058823529411764,0.0,23.75,0.0,202.0,285.0,0.0,25.333333333333332,0.0,24.0
4.0,0,6,9,Mumbai,0.0,0.0,Mohammed Shami,24.0,25.0,0.0,24.058823529411764,0.0,25.055555555555557,0.0,228.0,318.0,0.0,24.666666666666668,0.0,18.0
4.0,0,6,9,Mumbai,0.0,0.0,Mohsin Khan,12.0,18.0,0.0,23.166666666666668,0.0,12.0,0.0,25.0,25.0,0.0,18.5,0.0,25.0
4.0,0,7,6,Jaipur,0.0,0.0,Mohsin Khan,25.0,45.0,0.0,25.0,0.0,22.636363636363637,0.0,37.0,43.0,0.0,20.666666666666668,0.0,25.0
4.0,0,1,7,Jaipur,0.0,0.0,Mujeeb Ur Rahman,25.0,31.0,0.0,24.5,0.0,22.5,0.0,25.0,28.0,0.0,25.0,0.0,18.0
4.0,0,1,7,Mumbai,0.0,0.0,Mustafizur Rahman,28.0,45.0,0.0,24.38888888888889,0.0,25.5,0.0,97.0,138.0,0.0,25.666666666666668,0.0,24.0
4.0,0,5,4,Banglore,0.0,0.0,Mustafizur Rahman,24.0,26.0,0.0,22.0,0.0,22.846153846153847,0.0,125.0,183.0,0.0,25.0,0.0,24.0
4.0,0,7,6,Jaipur,0.0,0.0,N Burger,18.0,34.0,0.0,20.666666666666668,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
4.0,0,7,6,Jaipur,0.0,0.0,Naveen-ul-Haq,28.0,41.0,0.0,26.5,0.0,25.285714285714285,0.0,0.0,0.0,0.0,28.0,0.0,25.0
4.0,0,7,3,Dubai,0.0,0.0,PP Chawla,25.0,55.0,0.0,19.0,0.0,20.529411764705884,0.0,228.0,274.0,0.0,18.666666666666668,0.0,25.0
4.0,0,2,4,Eden Gardens,0.0,0.0,PP Ojha,26.0,20.0,0.0,22.375,0.0,22.033333333333335,0.0,173.0,232.0,0.0,24.333333333333332,0.0,24.0
4.0,0,4,2,RSA,0.0,0.0,PP Ojha,24.0,14.0,0.0,21.705882352941178,0.0,21.571428571428573,0.0,199.0,252.0,0.0,24.333333333333332,0.0,24.0
4.0,0,4,7,Dubai,0.0,0.0,PV Tambe,25.0,23.0,0.0,24.6,0.0,21.571428571428573,0.0,18.0,15.0,0.0,21.5,0.0,18.0
4.0,0,5,4,Banglore,0.0,0.0,Parvez Rasool,24.0,31.0,0.0,20.0,0.0,16.8,0.0,0.0,0.0,0.0,24.0,0.0,18.0
4.0,0,1,7,Jaipur,0.0,0.0,R Ashwin,24.0,20.0,0.0,21.3125,0.0,25.642857142857142,0.0,414.0,510.0,0.0,25.666666666666668,0.0,24.0
4.0,0,3,4,Chennai,0.0,0.0,R Ashwin,24.0,23.0,0.0,23.952380952380953,0.0,24.357142857142858,0.0,438.0,530.0,0.0,25.333333333333332,0.0,25.0
4.0,0,7,6,Jaipur,0.0,0.0,R Ashwin,25.0,35.0,0.0,21.3125,0.0,24.666666666666668,0.0,462.0,553.0,0.0,24.333333333333332,0.0,24.0
4.0,0,1,12,Indore,0.0,0.0,R Bhatia,13.0,20.0,0.0,13.0,0.0,20.833333333333332,0.0,122.0,106.0,0.0,18.666666666666668,0.0,24.0
4.0,0,1,12,Indore,0.0,0.0,RD Chahar,28.0,33.0,0.0,28.0,0.0,23.0,0.0,121.0,163.0,0.0,25.666666666666668,0.0,24.0
4.0,0,1,7,Mumbai,0.0,0.0,RP Meredith,24.0,49.0,0.0,22.615384615384617,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,23.0
4.0,0,4,2,RSA,0.0,0.0,RP Singh,22.0,22.0,0.0,23.875,0.0,24.857142857142858,0.0,118.0,153.0,0.0,21.0,0.0,20.0
4.0,0,6,9,Mumbai,0.0,0.0,Rashid Khan,24.0,27.0,0.0,25.5,0.0,24.166666666666668,0.0,207.0,190.0,0.0,24.333333333333332,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,Rashid Khan,24.0,24.0,0.0,24.285714285714285,0.0,25.121951219512194,0.0,231.0,217.0,0.0,24.333333333333332,0.0,24.0
4.0,0,6,9,Mumbai,0.0,0.0,Ravi Bishnoi,26.0,34.0,0.0,24.5,0.0,19.5,0.0,74.0,98.0,0.0,25.0,0.0,24.0
4.0,0,7,6,Jaipur,0.0,0.0,Ravi Bishnoi,24.0,38.0,0.0,24.5,0.0,22.95,0.0,100.0,132.0,0.0,24.666666666666668,0.0,26.0
4.0,0,10,7,Delhi,0.0,0.0,S Badree,25.0,35.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0
4.0,0,1,7,Mumbai,0.0,0.0,S Gopal,18.0,40.0,0.0,18.09090909090909,0.0,19.153846153846153,0.0,24.0,34.0,0.0,21.0,0.0,24.0
4.0,0,7,3,Dubai,0.0,0.0,S Gopal,24.0,38.0,0.0,20.733333333333334,0.0,24.0,0.0,42.0,74.0,0.0,22.0,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,S Kaul,25.0,18.0,0.0,24.333333333333332,0.0,23.0,0.0,97.0,157.0,0.0,30.666666666666668,0.0,26.0
4.0,0,10,7,Delhi,0.0,0.0,S Nadeem,24.0,24.0,0.0,20.0,0.0,19.5,0.0,56.0,78.0,0.0,18.0,0.0,18.0
4.0,0,10,7,Delhi,0.0,0.0,S Sreesanth,24.0,19.0,0.0,23.428571428571427,0.0,18.75,0.0,40.0,63.0,0.0,21.333333333333332,0.0,24.0
4.0,0,4,2,RSA,0.0,0.0,SB Styris,24.0,32.0,0.0,24.5,0.0,21.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0
4.0,0,7,1,Jaipur,0.0,0.0,SK Trivedi,25.0,33.0,0.0,21.625,0.0,24.5,0.0,84.0,81.0,0.0,24.333333333333332,0.0,24.0
4.0,0,10,7,Delhi,0.0,0.0,SK Trivedi,24.0,36.0,0.0,23.25,0.0,20.394736842105264,0.0,109.0,114.0,0.0,24.333333333333332,0.0,24.0
4.0,0,10,8,Delhi,0.0,0.0,SL Malinga,23.0,13.0,0.0,21.75,0.0,24.793650793650794,0.0,322.0,350.0,0.0,24.333333333333332,0.0,25.0
4.0,0,1,7,Jaipur,0.0,0.0,SM Curran,25.0,52.0,0.0,25.0,0.0,22.428571428571427,0.0,0.0,0.0,0.0,25.0,0.0,25.0
4.0,0,1,12,Indore,0.0,0.0,Sandeep Sharma,24.0,33.0,0.0,23.0,0.0,24.5,0.0,247.0,372.0,0.0,22.0,0.0,19.0
4.0,0,7,6,Jaipur,0.0,0.0,Sandeep Sharma,19.0,23.0,0.0,23.636363636363637,0.0,19.0,0.0,271.0,405.0,0.0,22.333333333333332,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,Shakib Al Hasan,24.0,24.0,0.0,21.666666666666668,0.0,23.363636363636363,0.0,49.0,90.0,0.0,24.333333333333332,0.0,18.0
4.0,0,1,12,Indore,0.0,0.0,Swapnil Singh,12.0,14.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
4.0,0,1,12,Indore,0.0,0.0,T Natarajan,18.0,26.0,0.0,12.5,0.0,18.0,0.0,155.0,202.0,0.0,23.333333333333332,0.0,18.0
4.0,0,7,4,Hyderabad,0.0,0.0,T Natarajan,18.0,27.0,0.0,24.0,0.0,24.529411764705884,0.0,173.0,228.0,0.0,21.0,0.0,26.0
4.0,0,3,4,Chennai,0.0,0.0,TA Boult,25.0,35.0,0.0,22.666666666666668,0.0,25.076923076923077,0.0,278.0,383.0,0.0,25.0,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,TA Boult,24.0,21.0,0.0,24.8,0.0,25.076923076923077,0.0,303.0,418.0,0.0,24.666666666666668,0.0,24.0
4.0,0,7,6,Jaipur,0.0,0.0,TA Boult,24.0,35.0,0.0,20.555555555555557,0.0,24.333333333333332,0.0,327.0,439.0,0.0,24.333333333333332,0.0,27.0
4.0,0,10,7,Delhi,0.0,0.0,UT Yadav,24.0,24.0,0.0,23.392857142857142,0.0,19.4,0.0,246.0,292.0,0.0,25.333333333333332,0.0,12.0
4.0,0,6,9,Mumbai,0.0,0.0,VR Aaron,27.0,45.0,0.0,26.0,0.0,27.0,0.0,44.0,57.0,0.0,23.666666666666668,0.0,26.0
4.0,0,5,4,Banglore,0.0,0.0,YS Chahal,26.0,44.0,0.0,22.024390243902438,0.0,24.083333333333332,0.0,362.0,451.0,0.0,23.0,0.0,24.0
4.0,0,7,4,Hyderabad,0.0,0.0,YS Chahal,24.0,17.0,0.0,22.714285714285715,0.0,24.083333333333332,0.0,388.0,495.0,0.0,24.666666666666668,0.0,19.0
4.0,0,7,6,Jaipur,0.0,0.0,YS Chahal,19.0,25.0,0.0,22.928571428571427,0.0,23.333333333333332,0.0,412.0,512.0,0.0,23.0,0.0,24.0
4.0,0,7,6,Jaipur,0.0,0.0,Yash Thakur,20.0,43.0,0.0,20.0,0.0,22.8,0.0,26.0,35.0,0.0,23.0,0.0,25.0
5.0,0,10,3,Delhi,0.0,0.0,A Mishra,25.0,36.0,0.0,22.431818181818183,0.0,23.428571428571427,0.0,138.0,158.0,0.0,24.333333333333332,0.0,24.0
5.0,0,8,5,Mumbai,0.0,0.0,A Nehra,26.0,45.0,0.0,22.210526315789473,0.0,25.0,0.0,258.0,371.0,0.0,21.666666666666668,0.0,24.0
5.0,0,5,8,Dubai,0.0,0.0,AB Dinda,24.0,14.0,0.0,20.8,0.0,21.2,0.0,135.0,180.0,0.0,20.333333333333332,0.0,25.0
5.0,0,11,1,Mumbai,0.0,0.0,AC Thomas,25.0,27.0,0.0,21.1,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,18.0
5.0,0,8,5,Banglore,0.0,0.0,Akash Deep,18.0,29.0,0.0,18.0,0.0,22.333333333333332,0.0,18.0,38.0,0.0,18.0,0.0,24.0
5.0,0,5,10,Banglore,0.0,0.0,B Stanlake,25.0,29.0,0.0,25.0,0.0,25.0,0.0,25.0,29.0,0.0,25.0,0.0,25.0
5.0,0,8,2,Chennai,0.0,0.0,CV Varun,25.0,27.0,0.0,22.5,0.0,23.09090909090909,0.0,210.0,264.0,0.0,24.333333333333332,0.0,18.0
5.0,0,2,3,Chennai,0.0,0.0,DL Chahar,7.0,18.0,0.0,22.055555555555557,0.0,23.25,0.0,326.0,418.0,0.0,14.333333333333334,0.0,25.0
5.0,0,10,3,Delhi,0.0,0.0,DL Chahar,25.0,20.0,0.0,22.8,0.0,23.25,0.0,333.0,436.0,0.0,18.666666666666668,0.0,29.0
5.0,0,3,8,Chennai,0.0,0.0,DP Nannes,24.0,19.0,0.0,25.0,0.0,22.0,0.0,86.0,114.0,0.0,21.333333333333332,0.0,25.0
5.0,0,8,5,Mumbai,0.0,0.0,DS Kulkarni,18.0,19.0,0.0,23.8,0.0,21.142857142857142,0.0,89.0,120.0,0.0,20.666666666666668,0.0,7.0
5.0,0,2,8,Eden Gardens,0.0,0.0,GB Hogg,25.0,39.0,0.0,21.1,0.0,24.5,0.0,25.0,19.0,0.0,25.0,0.0,25.0
5.0,0,8,5,Banglore,0.0,0.0,HV Patel,26.0,43.0,0.0,21.954545454545453,0.0,22.69047619047619,0.0,123.0,158.0,0.0,26.666666666666668,0.0,27.0
5.0,0,2,3,Chennai,0.0,0.0,Harbhajan Singh,12.0,11.0,0.0,21.352941176470587,0.0,21.4,0.0,200.0,234.0,0.0,12.333333333333334,0.0,24.0
5.0,0,2,8,Eden Gardens,0.0,0.0,Harbhajan Singh,24.0,33.0,0.0,19.11111111111111,0.0,22.363636363636363,0.0,212.0,245.0,0.0,18.333333333333332,0.0,26.0
5.0,0,10,3,Delhi,0.0,0.0,Harbhajan Singh,26.0,30.0,0.0,20.5,0.0,21.4,0.0,236.0,278.0,0.0,20.666666666666668,0.0,26.0
5.0,0,10,3,Delhi,0.0,0.0,I Sharma,18.0,32.0,0.0,19.8125,0.0,21.285714285714285,0.0,272.0,333.0,0.0,21.666666666666668,0.0,24.0
5.0,0,2,3,Chennai,0.0,0.0,Imran Tahir,24.0,27.0,0.0,23.7,0.0,22.294117647058822,0.0,139.0,154.0,0.0,24.0,0.0,12.0
5.0,0,10,3,Delhi,0.0,0.0,Imran Tahir,12.0,20.0,0.0,20.363636363636363,0.0,22.294117647058822,0.0,163.0,181.0,0.0,20.0,0.0,25.0
5.0,0,2,8,Eden Gardens,0.0,0.0,J Suchith,14.0,31.0,0.0,14.0,0.0,19.5,0.0,0.0,0.0,0.0,14.0,0.0,13.0
5.0,0,5,8,Dubai,0.0,0.0,JA Morkel,20.0,24.0,0.0,16.25,0.0,22.125,0.0,111.0,145.0,0.0,19.0,0.0,13.0
5.0,0,8,5,Banglore,0.0,0.0,JC Archer,24.0,33.0,0.0,24.0,0.0,24.0,0.0,28.0,33.0,0.0,26.0,0.0,26.0
5.0,0,2,8,Eden Gardens,0.0,0.0,JJ Bumrah,24.0,32.0,0.0,22.2,0.0,24.34375,0.0,318.0,421.0,0.0,24.0,0.0,25.0
5.0,0,8,2,Dubai,0.0,0.0,JJ Bumrah,25.0,34.0,0.0,24.91304347826087,0.0,22.555555555555557,0.0,342.0,453.0,0.0,24.333333333333332,0.0,26.0
5.0,0,8,2,Dubai,0.0,0.0,JL Pattinson,25.0,25.0,0.0,22.2,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0
5.0,0,8,5,Banglore,0.0,0.0,JP Behrendorff,18.0,37.0,0.0,18.0,0.0,18.0,0.0,18.0,23.0,0.0,18.0,0.0,19.0
5.0,0,2,8,Eden Gardens,0.0,0.0,JW Hastings,26.0,31.0,0.0,21.0,0.0,26.0,0.0,16.0,6.0,0.0,21.0,0.0,19.0
5.0,0,3,4,Chennai,0.0,0.0,Jaskaran Singh,7.0,16.0,0.0,7.0,0.0,14.25,0.0,0.0,0.0,0.0,7.0,0.0,18.0
5.0,0,5,3,RSA,0.0,0.0,Joginder Sharma,7.0,10.0,0.0,10.75,0.0,18.857142857142858,0.0,25.0,47.0,0.0,16.0,0.0,25.0
5.0,0,10,3,Delhi,0.0,0.0,K Rabada,22.0,26.0,0.0,25.0,0.0,21.6,0.0,168.0,208.0,0.0,24.666666666666668,0.0,25.0
5.0,0,2,5,Eden Gardens,0.0,0.0,KC Cariappa,12.0,28.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0
5.0,0,8,5,Banglore,0.0,0.0,KV Sharma,25.0,32.0,0.0,19.77777777777778,0.0,18.444444444444443,0.0,56.0,66.0,0.0,20.666666666666668,0.0,24.0
5.0,0,2,3,Chennai,0.0,0.0,Kuldeep Yadav,19.0,29.0,0.0,23.333333333333332,0.0,20.333333333333332,0.0,127.0,148.0,0.0,20.666666666666668,0.0,25.0
5.0,0,2,8,Eden Gardens,0.0,0.0,Kuldeep Yadav,25.0,37.0,0.0,21.727272727272727,0.0,19.6,0.0,146.0,177.0,0.0,22.666666666666668,0.0,26.0
5.0,0,5,3,RSA,0.0,0.0,L Balaji,14.0,18.0,0.0,17.615384615384617,0.0,21.0,0.0,184.0,246.0,0.0,21.333333333333332,0.0,25.0
