match_number,batter,team_A,team_B,venue,runs_batter,balls_faced,bowler,wickets,runs_conceded,runs_at_venue,wickets_at_venue,runs_vs_opponent,wickets_vs_opponent,career_runs,career_wickets,career_runs_conceded,next_match_runs,next_match_wickets
1.0,JH Kallis,5,2,Banglore,8.0,7.0,JH Kallis,25.0,52.0,24.25,21.25,22.53125,20.15625,237.0,189.0,213.0,72.0,18.0
1.0,JH Kallis,8,2,Dubai,72.0,46.0,JH Kallis,18.0,23.0,27.4,17.0,22.53125,20.15625,245.0,214.0,265.0,4.0,18.0
1.0,JJ Bumrah,8,3,Dubai,5.0,3.0,JJ Bumrah,26.0,43.0,3.0,24.91304347826087,5.0,28.333333333333332,16.0,206.0,239.0,1.0,25.0
1.0,A Choudhary,4,5,Hyderabad,6.0,2.0,A Choudhary,28.0,55.0,6.0,28.0,6.0,26.5,0.0,0.0,0.0,15.0,14.0
1.0,JL Pattinson,8,3,Dubai,11.0,8.0,JL Pattinson,25.0,27.0,7.5,22.2,11.0,25.0,0.0,0.0,0.0,4.0,25.0
1.0,Jaskaran Singh,4,2,Mumbai,4.0,4.0,Jaskaran Singh,25.0,36.0,2.5,24.0,4.0,25.0,0.0,0.0,0.0,3.0,7.0
1.0,Joginder Sharma,3,8,RSA,16.0,15.0,Joginder Sharma,24.0,25.0,10.0,10.75,16.0,21.0,0.0,0.0,0.0,4.0,25.0
1.0,KA Jamieson,8,5,Chennai,4.0,4.0,KA Jamieson,25.0,27.0,9.0,21.0,12.0,22.25,0.0,0.0,0.0,12.0,19.0
1.0,KA Pollard,8,2,Dubai,6.0,9.0,KA Pollard,12.0,19.0,21.304347826086957,12.277777777777779,15.307692307692308,13.833333333333334,341.0,243.0,309.0,18.0,6.0
1.0,KH Pandya,8,3,Dubai,3.0,3.0,KH Pandya,25.0,37.0,9.5,19.045454545454547,15.666666666666666,18.75,136.0,201.0,271.0,41.0,24.0
1.0,KH Pandya,8,5,Chennai,7.0,7.0,KH Pandya,24.0,25.0,5.222222222222222,19.0,6.25,26.4,180.0,226.0,308.0,3.0,12.0
1.0,M Jansen,8,5,Chennai,0.0,2.0,M Jansen,28.0,30.0,5.666666666666667,19.333333333333332,0.0,28.0,0.0,0.0,0.0,1.0,19.0
1.0,MA Wood,8,3,Mumbai,1.0,5.0,MA Wood,25.0,50.0,1.0,25.0,1.0,25.0,0.0,0.0,0.0,10.0,26.0
1.0,MC Henriques,4,5,Hyderabad,52.0,37.0,MC Henriques,13.0,20.0,21.526315789473685,17.0,31.77777777777778,16.375,46.0,54.0,84.0,6.0,1.0
1.0,MJ McClenaghan,8,12,Mumbai,2.0,2.0,MJ McClenaghan,18.0,27.0,5.444444444444445,25.428571428571427,7.0,24.0,12.0,125.0,186.0,10.0,24.0
1.0,MJ Santner,3,9,Ahmedabad,1.0,3.0,MJ Santner,24.0,32.0,0.5,18.0,1.0,24.0,0.0,24.0,31.0,1.0,24.0
1.0,MM Ali,5,3,Chennai,9.0,8.0,MM Ali,24.0,19.0,9.3,15.7,20.0625,15.076923076923077,85.0,31.0,31.0,36.0,19.0
1.0,Mohammed Siraj,5,3,Chennai,0.0,1.0,Mohammed Siraj,37.0,43.0,0.0,26.5,1.5,20.571428571428573,10.0,116.0,159.0,0.0,25.0
1.0,Mohammed Siraj,8,5,Chennai,0.0,1.0,Mohammed Siraj,25.0,22.0,0.0,26.5,7.454545454545454,24.264705882352942,10.0,153.0,202.0,3.0,30.0
1.0,Navdeep Saini,5,3,Chennai,2.0,3.0,Navdeep Saini,26.0,25.0,2.0,26.0,2.0,21.6,9.0,22.0,31.0,6.0,25.0
1.0,P Kumar,5,2,Banglore,18.0,17.0,P Kumar,25.0,41.0,8.454545454545455,22.833333333333332,9.5,19.0,5.0,163.0,213.0,8.0,21.0
1.0,R Ashwin,3,8,Chennai,3.0,5.0,R Ashwin,24.0,20.0,6.916666666666667,23.952380952380953,9.875,23.736842105263158,59.0,552.0,666.0,12.0,6.0
1.0,R Bhatia,3,2,Chennai,0.0,1.0,R Bhatia,18.0,19.0,0.0,17.166666666666668,7.933333333333334,18.0,6.0,61.0,73.0,7.0,24.0
1.0,R Vinay Kumar,8,12,Mumbai,12.0,11.0,R Vinay Kumar,15.0,14.0,7.833333333333333,21.625,12.0,15.0,16.0,139.0,195.0,8.0,19.0
1.0,RA Jadeja,3,2,Mumbai,26.0,29.0,RA Jadeja,24.0,25.0,16.653846153846153,21.9375,16.0,19.545454545454547,132.0,333.0,432.0,3.0,6.0
1.0,RA Jadeja,3,8,Chennai,3.0,5.0,RA Jadeja,6.0,16.0,12.823529411764707,18.952380952380953,15.090909090909092,13.875,158.0,357.0,457.0,1.0,24.0
1.0,JJ Bumrah,8,5,Chennai,1.0,2.0,JJ Bumrah,24.0,26.0,1.3333333333333333,23.285714285714285,0.5,28.0,21.0,257.0,319.0,1.0,19.0
2.0,MP Stoinis,3,10,Mumbai,14.0,10.0,MP Stoinis,13.0,31.0,15.5,10.125,19.6,11.642857142857142,170.0,37.0,54.0,53.0,18.0
2.0,MM Sharma,3,10,Chennai,2.0,1.0,MM Sharma,25.0,33.0,2.0,21.2,2.0,24.75,25.0,220.0,318.0,15.0,25.0
2.0,MM Patel,5,7,RSA,0.0,2.0,MM Patel,19.0,25.0,5.5,19.666666666666668,4.714285714285714,20.5,0.0,102.0,117.0,1.0,24.0
2.0,MM Ali,3,10,Mumbai,36.0,24.0,MM Ali,19.0,33.0,30.153846153846153,15.5,17.8,21.8,94.0,55.0,50.0,19.0,25.0
2.0,R Sathish,8,7,RSA,6.0,6.0,R Sathish,19.0,51.0,17.0,19.0,5.0,12.5,26.0,6.0,9.0,8.0,6.0
2.0,R McLaren,8,7,RSA,11.0,5.0,R McLaren,26.0,43.0,11.0,23.75,6.5,19.0,0.0,0.0,0.0,51.0,18.0
2.0,R Bhatia,2,10,Eden Gardens,7.0,9.0,R Bhatia,7.0,7.0,4.5,19.45,7.571428571428571,15.923076923076923,6.0,103.0,102.0,4.0,18.0
2.0,R Ashwin,10,1,Dubai,4.0,6.0,R Ashwin,6.0,2.0,7.636363636363637,21.071428571428573,9.583333333333334,23.44,74.0,631.0,766.0,1.0,25.0
2.0,R Ashwin,3,10,Chennai,12.0,8.0,R Ashwin,25.0,25.0,6.916666666666667,23.952380952380953,13.833333333333334,22.96,62.0,582.0,693.0,4.0,24.0
2.0,P Kumar,5,7,RSA,8.0,10.0,P Kumar,21.0,7.0,6.7,23.57894736842105,14.0,23.75,23.0,188.0,254.0,3.0,24.0
2.0,SN Thakur,8,10,Mumbai,22.0,11.0,SN Thakur,25.0,48.0,12.23076923076923,22.939393939393938,12.0,23.0,25.0,213.0,345.0,68.0,24.0
2.0,SN Thakur,1,2,Mohali,8.0,3.0,SN Thakur,25.0,43.0,8.0,21.5,10.4,19.11111111111111,17.0,164.0,249.0,22.0,24.0
2.0,SM Curran,10,1,Mullanpur,63.0,48.0,SM Curran,7.0,10.0,24.8,19.0,18.176470588235293,21.88888888888889,78.0,54.0,91.0,17.0,25.0
2.0,SM Curran,3,10,Mumbai,34.0,16.0,SM Curran,12.0,24.0,23.0,21.285714285714285,14.8,17.6,44.0,42.0,67.0,63.0,7.0
2.0,SM Curran,1,2,Mohali,26.0,18.0,SM Curran,18.0,38.0,18.444444444444443,21.1,28.333333333333332,22.0,18.0,24.0,29.0,34.0,12.0
2.0,SK Warne,8,7,RSA,1.0,1.0,SK Warne,19.0,31.0,9.909090909090908,23.714285714285715,7.782608695652174,22.303030303030305,12.0,98.0,96.0,14.0,12.0
2.0,Z Khan,2,10,Eden Gardens,4.0,9.0,Z Khan,15.0,24.0,4.0,20.166666666666668,2.75,21.555555555555557,27.0,199.0,258.0,0.0,25.0
2.0,DT Christian,4,7,Hyderabad,26.0,19.0,DT Christian,18.0,25.0,13.0,22.6,26.0,18.0,14.0,76.0,119.0,4.0,25.0
2.0,DJ Bravo,3,10,Chennai,1.0,3.0,DJ Bravo,26.0,36.0,13.541666666666666,21.783783783783782,4.0,19.833333333333332,258.0,506.0,632.0,2.0,25.0
2.0,DT Christian,5,8,Banglore,4.0,14.0,DT Christian,25.0,43.0,2.5,25.0,16.25,21.25,40.0,94.0,144.0,13.0,12.0
2.0,DR Sams,8,10,Mumbai,7.0,3.0,DR Sams,26.0,57.0,3.8,25.5,3.3333333333333335,22.25,0.0,24.0,44.0,0.0,26.0
2.0,K Gowtham,10,1,Dubai,20.0,14.0,K Gowtham,24.0,39.0,21.0,24.0,11.2,22.2,11.0,24.0,27.0,6.0,25.0
2.0,KA Pollard,5,8,Banglore,5.0,2.0,KA Pollard,6.0,15.0,23.0,15.428571428571429,21.2027027027027,14.5,373.0,255.0,328.0,3.0,12.0
2.0,KA Pollard,12,8,Mumbai,27.0,17.0,KA Pollard,12.0,30.0,22.765625,16.7027027027027,21.2027027027027,14.5,381.0,261.0,343.0,8.0,26.0
2.0,JP Duminy,3,10,Chennai,5.0,5.0,JP Duminy,13.0,15.0,11.0,16.0,27.80952380952381,15.642857142857142,18.0,0.0,0.0,14.0,12.0
2.0,JP Duminy,10,5,Dubai,67.0,50.0,JP Duminy,12.0,10.0,34.6,17.0,44.0,9.0,37.0,13.0,15.0,6.0,12.0
2.0,JH Kallis,2,10,Eden Gardens,4.0,4.0,JH Kallis,18.0,24.0,28.85,20.0,19.571428571428573,18.857142857142858,317.0,232.0,288.0,65.0,18.0
2.0,R Tewatia,10,1,Mohali,9.0,7.0,R Tewatia,24.0,24.0,11.25,24.666666666666668,9.8,18.2,18.0,0.0,0.0,9.0,8.0
2.0,R Vinay Kumar,5,7,RSA,8.0,2.0,R Vinay Kumar,19.0,25.0,6.0,18.53846153846154,6.4,20.0,28.0,154.0,209.0,6.0,24.0
2.0,RA Jadeja,3,10,Mumbai,26.0,17.0,RA Jadeja,12.0,16.0,16.653846153846153,21.9375,20.0,18.916666666666668,232.0,465.0,591.0,11.0,25.0
2.0,SK Warne,5,7,RSA,3.0,9.0,SK Warne,24.0,19.0,9.909090909090908,23.714285714285715,7.782608695652174,22.303030303030305,9.0,74.0,77.0,1.0,19.0
2.0,JDP Oram,1,3,Mohali,13.0,11.0,JDP Oram,24.0,37.0,13.0,24.0,9.666666666666666,16.5,17.0,30.0,44.0,5.0,12.0
2.0,CR Brathwaite,2,10,Eden Gardens,6.0,5.0,CR Brathwaite,13.0,11.0,6.25,11.5,7.2,13.5,72.0,47.0,74.0,1.0,13.0
2.0,KH Pandya,12,8,Mumbai,3.0,6.0,KH Pandya,12.0,21.0,16.8,18.91176470588235,17.555555555555557,18.555555555555557,187.0,250.0,333.0,15.0,12.0
2.0,Lalit Yadav,8,10,Mumbai,48.0,42.0,Lalit Yadav,12.0,15.0,17.1,12.2,16.266666666666666,15.285714285714286,0.0,0.0,0.0,20.0,6.0
2.0,Kuldeep Yadav,10,1,Mullanpur,1.0,2.0,Kuldeep Yadav,24.0,21.0,1.0,24.0,1.5,17.666666666666668,0.0,108.0,119.0,6.0,19.0
2.0,K Goel,1,3,Mohali,24.0,20.0,K Goel,12.0,25.0,13.2,12.0,24.0,12.0,0.0,0.0,0.0,38.0,13.0
2.0,JR Hopes,1,3,Mohali,71.0,34.0,JR Hopes,24.0,54.0,41.75,18.0,71.0,24.0,2.0,12.0,20.0,16.0,25.0
2.0,TG Southee,12,8,Mumbai,7.0,3.0,TG Southee,26.0,34.0,9.5,24.375,2.25,23.333333333333332,0.0,48.0,85.0,1.0,27.0
2.0,YK Pathan,2,10,Eden Gardens,0.0,4.0,YK Pathan,6.0,9.0,21.0,14.476190476190476,13.166666666666666,6.0,345.0,85.0,102.0,1.0,13.0
2.0,YK Pathan,5,7,RSA,11.0,15.0,YK Pathan,13.0,17.0,27.5625,18.384615384615383,25.03125,17.14814814814815,346.0,91.0,111.0,100.0,12.0
2.0,YK Pathan,8,7,RSA,100.0,40.0,YK Pathan,12.0,22.0,27.5625,18.384615384615383,25.03125,17.14814814814815,357.0,104.0,128.0,10.0,14.0
2.0,Yuvraj Singh,10,5,Dubai,52.0,30.0,Yuvraj Singh,12.0,16.0,24.2,10.333333333333334,22.692307692307693,10.625,209.0,0.0,0.0,4.0,18.0
2.0,MP Stoinis,10,1,Dubai,53.0,23.0,MP Stoinis,18.0,30.0,20.555555555555557,13.642857142857142,21.0,13.538461538461538,184.0,50.0,85.0,22.0,6.0
2.0,MP Stoinis,10,1,Mohali,22.0,15.0,MP Stoinis,6.0,7.0,40.166666666666664,15.833333333333334,21.0,13.538461538461538,237.0,68.0,115.0,33.0,12.0
2.0,MR Marsh,10,1,Mullanpur,20.0,14.0,MR Marsh,25.0,52.0,20.0,25.0,32.666666666666664,23.5,0.0,25.0,21.0,7.0,4.0
2.0,N Rana,4,2,Eden Gardens,68.0,49.0,N Rana,6.0,9.0,29.565217391304348,6.111111111111111,27.790697674418606,7.909090909090909,106.0,0.0,0.0,34.0,6.0
2.0,NM Coulter-Nile,2,10,Eden Gardens,7.0,11.0,NM Coulter-Nile,24.0,32.0,5.0,22.0,4.0,23.666666666666668,6.0,92.0,93.0,5.0,25.0
2.0,NM Coulter-Nile,3,10,Chennai,5.0,4.0,NM Coulter-Nile,25.0,33.0,5.0,25.0,4.0,23.666666666666668,13.0,116.0,125.0,1.0,20.0
2.0,DT Christian,10,1,Mohali,13.0,13.0,DT Christian,12.0,12.0,18.5,18.0,14.333333333333334,11.5,44.0,119.0,187.0,17.0,14.0
2.0,DW Steyn,4,7,Hyderabad,7.0,6.0,DW Steyn,25.0,18.0,6.666666666666667,24.608695652173914,3.5,27.4,9.0,73.0,77.0,0.0,15.0
2.0,GJ Maxwell,2,10,Eden Gardens,3.0,7.0,GJ Maxwell,7.0,12.0,25.75,6.25,16.857142857142858,11.333333333333334,106.0,48.0,53.0,1.0,12.0
2.0,HH Pandya,12,8,Mumbai,35.0,17.0,HH Pandya,24.0,37.0,21.574468085106382,17.45,16.244444444444444,16.513513513513512,291.0,162.0,210.0,0.0,25.0
2.0,Harbhajan Singh,5,8,Banglore,1.0,1.0,Harbhajan Singh,25.0,21.0,0.6666666666666666,21.11111111111111,8.953488372093023,22.363636363636363,124.0,476.0,558.0,8.0,6.0
2.0,Harpreet Brar,10,1,Mullanpur,2.0,2.0,Harpreet Brar,18.0,14.0,13.75,20.4,7.111111111111111,18.0,0.0,6.0,8.0,2.0,19.0
2.0,I Sharma,4,7,Hyderabad,1.0,1.0,I Sharma,26.0,26.0,1.25,23.57894736842105,1.3333333333333333,22.833333333333332,10.0,139.0,175.0,9.0,15.0
2.0,IK Pathan,1,3,Mohali,3.0,5.0,IK Pathan,24.0,47.0,12.0,23.0,16.333333333333332,23.5,13.0,63.0,59.0,42.0,6.0
2.0,IK Pathan,2,10,Eden Gardens,42.0,20.0,IK Pathan,6.0,9.0,15.0,16.5,15.95,20.44,16.0,87.0,106.0,21.0,25.0
2.0,Imran Tahir,3,10,Chennai,2.0,2.0,Imran Tahir,24.0,27.0,2.0,23.7,3.0,23.416666666666668,2.0,103.0,120.0,0.0,24.0
2.0,Iqbal Abdulla,2,10,Eden Gardens,1.0,1.0,Iqbal Abdulla,6.0,8.0,4.666666666666667,20.928571428571427,2.3333333333333335,17.25,40.0,103.0,133.0,5.0,21.0
2.0,J Botha,4,7,Hyderabad,67.0,47.0,J Botha,24.0,31.0,23.666666666666668,22.666666666666668,14.9,21.76923076923077,7.0,22.0,23.0,2.0,24.0
2.0,JA Morkel,3,10,Chennai,73.0,59.0,JA Morkel,19.0,32.0,19.48,23.0,21.0,21.88888888888889,113.0,299.0,374.0,42.0,18.0
2.0,JD Ryder,5,7,RSA,0.0,2.0,JD Ryder,25.0,14.0,11.2,20.8,0.0,25.0,0.0,0.0,0.0,31.0,19.0
2.0,CJ Jordan,10,1,Dubai,5.0,6.0,CJ Jordan,28.0,56.0,7.25,22.9,9.0,21.428571428571427,9.0,99.0,151.0,5.0,25.0
2.0,CH Morris,10,1,Mohali,27.0,16.0,CH Morris,18.0,25.0,15.333333333333334,26.0,18.25,24.857142857142858,11.0,94.0,116.0,6.0,25.0
2.0,SP Narine,1,2,Mohali,7.0,2.0,SP Narine,25.0,40.0,8.666666666666666,24.5,13.0,24.35164835164835,98.0,439.0,492.0,2.0,18.0
2.0,ST Jayasuriya,8,7,RSA,23.0,15.0,ST Jayasuriya,6.0,19.0,17.571428571428573,12.454545454545455,19.0,8.0,26.0,24.0,34.0,29.0,24.0
2.0,Sikandar Raza,1,2,Mohali,16.0,13.0,Sikandar Raza,19.0,26.0,26.0,12.5,16.0,19.0,0.0,0.0,0.0,1.0,14.0
2.0,Sumit Kumar,10,1,Mullanpur,2.0,10.0,Sumit Kumar,10.0,19.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,7.0,12.0
2.0,T Henderson,5,7,RSA,11.0,15.0,T Henderson,24.0,30.0,5.5,18.0,5.5,18.0,0.0,0.0,0.0,0.0,12.0
2.0,AA Jhunjhunwala,8,7,RSA,14.0,11.0,AA Jhunjhunwala,12.0,27.0,14.0,12.0,7.8,12.0,0.0,0.0,0.0,53.0,1.0
2.0,AD Mascarenhas,5,7,RSA,0.0,1.0,AD Mascarenhas,24.0,20.0,9.6,23.333333333333332,9.6,23.333333333333332,0.0,0.0,0.0,9.0,24.0
2.0,AD Mascarenhas,8,7,RSA,9.0,8.0,AD Mascarenhas,24.0,34.0,9.6,23.333333333333332,9.6,23.333333333333332,0.0,24.0,20.0,3.0,24.0
2.0,AD Russell,4,2,Eden Gardens,49.0,20.0,AD Russell,18.0,32.0,26.555555555555557,15.675,22.044444444444444,15.60377358490566,107.0,154.0,203.0,5.0,19.0
2.0,AR Patel,8,10,Mumbai,38.0,17.0,AR Patel,24.0,40.0,16.11111111111111,20.25,14.4,22.595744680851062,70.0,231.0,256.0,6.0,24.0
2.0,AR Patel,10,1,Dubai,6.0,9.0,AR Patel,24.0,14.0,9.764705882352942,21.5,16.655172413793103,22.225,108.0,255.0,296.0,21.0,18.0
2.0,AR Patel,10,1,Mullanpur,21.0,13.0,AR Patel,24.0,26.0,21.0,24.0,16.655172413793103,22.225,114.0,297.0,345.0,24.0,26.0
2.0,B Lee,2,10,Eden Gardens,9.0,5.0,B Lee,12.0,15.0,5.0,22.444444444444443,5.0,20.333333333333332,2.0,99.0,157.0,0.0,26.0
2.0,BA Stokes,12,8,Mumbai,21.0,15.0,BA Stokes,25.0,36.0,28.285714285714285,19.77777777777778,21.0,25.0,7.0,0.0,0.0,6.0,27.0
2.0,CH Morris,2,10,Eden Gardens,11.0,10.0,CH Morris,25.0,21.0,6.0,22.666666666666668,14.866666666666667,22.863636363636363,0.0,69.0,95.0,27.0,18.0
2.0,A Nortje,10,1,Dubai,3.0,1.0,A Nortje,24.0,37.0,2.3333333333333335,23.458333333333332,3.0,24.666666666666668,0.0,113.0,174.0,4.0,27.0
2.0,A Mishra,2,10,Eden Gardens,3.0,9.0,A Mishra,13.0,11.0,10.2,20.142857142857142,6.055555555555555,21.666666666666668,9.0,121.0,110.0,4.0,24.0
2.0,A Mishra,3,10,Chennai,4.0,5.0,A Mishra,24.0,21.0,7.25,24.142857142857142,6.055555555555555,21.666666666666668,12.0,134.0,121.0,2.0,18.0
2.0,A Mishra,4,7,Hyderabad,2.0,2.0,A Mishra,24.0,28.0,7.142857142857143,23.5,1.3333333333333333,23.818181818181817,16.0,176.0,169.0,8.0,24.0
2.0,A Uniyal,8,7,RSA,0.0,1.0,A Uniyal,26.0,41.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,4.0,12.0
3.0,B Kumar,5,4,Dubai,0.0,2.0,B Kumar,25.0,25.0,3.0,23.4,5.133333333333334,24.32894736842105,17.0,349.0,468.0,2.0,12.0
3.0,Karanveer Singh,1,7,Mumbai,5.0,4.0,Karanveer Singh,24.0,43.0,5.0,24.5,5.0,24.5,1.0,77.0,126.0,2.0,25.0
3.0,Kuldeep Yadav,6,10,Lucknow,6.0,11.0,Kuldeep Yadav,24.0,37.0,6.0,24.5,5.933333333333334,22.703703703703702,1.0,151.0,173.0,1.0,24.0
3.0,LS Livingstone,5,1,Mumbai,19.0,12.0,LS Livingstone,7.0,14.0,30.571428571428573,11.916666666666666,26.428571428571427,13.4,38.0,0.0,0.0,17.0,3.0
3.0,M Jansen,2,4,Eden Gardens,1.0,1.0,M Jansen,19.0,40.0,1.0,24.5,3.4285714285714284,23.142857142857142,0.0,28.0,30.0,0.0,12.0
3.0,M Kartik,8,11,Mumbai,14.0,9.0,M Kartik,18.0,14.0,12.5,20.083333333333332,7.6,21.9,0.0,43.0,42.0,10.0,22.0
3.0,MA Starc,2,4,Eden Gardens,6.0,3.0,MA Starc,26.0,53.0,6.666666666666667,21.428571428571427,5.5,25.0,1.0,118.0,131.0,18.0,24.0
3.0,MF Maharoof,1,10,Mohali,1.0,1.0,MF Maharoof,26.0,37.0,9.5,22.5,14.428571428571429,22.22222222222222,6.0,24.0,34.0,28.0,24.0
3.0,MG Johnson,1,7,Mumbai,0.0,4.0,MG Johnson,29.0,37.0,3.6666666666666665,24.666666666666668,1.0,24.333333333333332,31.0,219.0,273.0,3.0,26.0
3.0,MJ McClenaghan,10,8,Mumbai,10.0,8.0,MJ McClenaghan,24.0,40.0,5.444444444444445,25.428571428571427,4.714285714285714,24.2,14.0,167.0,249.0,20.0,25.0
3.0,MM Patel,8,11,Mumbai,1.0,2.0,MM Patel,24.0,26.0,0.6666666666666666,22.047619047619047,1.0,19.0,0.0,145.0,183.0,0.0,18.0
3.0,JP Faulkner,1,7,Mumbai,46.0,37.0,JP Faulkner,24.0,27.0,14.333333333333334,22.444444444444443,15.0,22.80952380952381,15.0,75.0,108.0,8.0,26.0
3.0,K Gowtham,6,10,Lucknow,6.0,1.0,K Gowtham,25.0,23.0,7.75,20.666666666666668,4.666666666666667,16.75,31.0,48.0,66.0,3.0,25.0
3.0,KA Pollard,8,11,Mumbai,8.0,11.0,KA Pollard,26.0,31.0,22.765625,16.7027027027027,13.5,17.333333333333332,408.0,273.0,373.0,21.0,19.0
3.0,KH Pandya,10,8,Mumbai,32.0,16.0,KH Pandya,12.0,21.0,16.8,18.91176470588235,17.555555555555557,18.555555555555557,205.0,262.0,354.0,21.0,24.0
3.0,KMA Paul,10,8,Mumbai,3.0,6.0,KMA Paul,20.0,21.0,3.0,20.0,3.0,20.0,8.0,50.0,83.0,0.0,20.0
3.0,KR Mayers,6,10,Lucknow,73.0,38.0,KR Mayers,7.0,7.0,25.5,6.5,73.0,7.0,18.0,0.0,0.0,53.0,13.0
3.0,IK Pathan,1,10,Mohali,21.0,16.0,IK Pathan,25.0,31.0,12.0,23.0,15.95,20.44,58.0,93.0,115.0,6.0,7.0
3.0,IK Pathan,10,1,RSA,6.0,7.0,IK Pathan,7.0,9.0,16.46153846153846,22.2,16.363636363636363,20.428571428571427,79.0,118.0,146.0,1.0,24.0
3.0,D Salunkhe,10,7,Delhi,26.0,20.0,D Salunkhe,7.0,11.0,26.0,7.0,11.0,9.5,0.0,0.0,0.0,1.0,13.0
3.0,CR Woakes,5,2,Eden Gardens,5.0,5.0,CR Woakes,26.0,36.0,6.25,20.0,6.2,23.75,0.0,18.0,19.0,9.0,18.0
3.0,CL White,4,11,Hyderabad,10.0,18.0,CL White,6.0,2.0,15.454545454545455,6.0,42.0,6.0,37.0,7.0,24.0,23.0,12.0
3.0,Harbhajan Singh,8,11,Mumbai,16.0,15.0,Harbhajan Singh,18.0,17.0,13.058823529411764,23.403508771929825,16.0,18.0,133.0,507.0,587.0,21.0,19.0
3.0,HH Pandya,10,8,Mumbai,0.0,2.0,HH Pandya,25.0,42.0,21.574468085106382,17.45,16.244444444444444,16.513513513513512,326.0,186.0,247.0,33.0,24.0
3.0,GJ Maxwell,3,1,Dubai,95.0,48.0,GJ Maxwell,12.0,23.0,29.083333333333332,16.6,20.823529411764707,12.0,119.0,55.0,65.0,44.0,12.0
3.0,DR Smith,3,1,Dubai,66.0,46.0,DR Smith,12.0,25.0,48.0,12.333333333333334,24.428571428571427,10.333333333333334,390.0,36.0,66.0,27.0,6.0
3.0,DJ Bravo,1,14,Mohali,2.0,2.0,DJ Bravo,25.0,22.0,6.75,22.166666666666668,6.166666666666667,23.142857142857142,259.0,557.0,696.0,8.0,26.0
3.0,JEC Franklin,8,11,Mumbai,32.0,44.0,JEC Franklin,6.0,12.0,19.9,11.0,19.0,13.0,83.0,24.0,44.0,7.0,6.0
3.0,B Kumar,4,11,Hyderabad,3.0,3.0,B Kumar,24.0,18.0,3.8666666666666667,24.19148936170213,4.714285714285714,22.1875,14.0,325.0,450.0,0.0,25.0
3.0,Abhishek Sharma,5,4,Dubai,7.0,4.0,Abhishek Sharma,12.0,16.0,13.5,9.555555555555555,22.8125,9.076923076923077,49.0,24.0,24.0,0.0,6.0
3.0,Anureet Singh,1,7,Mumbai,0.0,3.0,Anureet Singh,24.0,23.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0
3.0,AR Patel,10,8,Mumbai,4.0,2.0,AR Patel,18.0,42.0,16.11111111111111,20.25,12.0,18.272727272727273,181.0,411.0,495.0,24.0,26.0
3.0,AR Patel,6,10,Lucknow,16.0,11.0,AR Patel,24.0,38.0,16.0,24.0,14.4,22.595744680851062,165.0,387.0,457.0,4.0,18.0
3.0,AR Patel,3,1,Dubai,2.0,3.0,AR Patel,27.0,34.0,9.764705882352942,21.5,16.655172413793103,22.225,163.0,360.0,423.0,16.0,24.0
3.0,AUK Pathan,13,5,Delhi,12.0,5.0,AUK Pathan,14.0,19.0,12.0,14.0,11.0,14.0,0.0,0.0,0.0,0.0,21.0
3.0,AR Patel,1,14,Mohali,4.0,2.0,AR Patel,13.0,17.0,10.833333333333334,21.944444444444443,3.0,15.5,159.0,347.0,406.0,2.0,27.0
3.0,AR Patel,1,7,Mumbai,24.0,29.0,AR Patel,26.0,35.0,16.11111111111111,20.25,15.0,21.5,135.0,321.0,371.0,4.0,13.0
3.0,AD Russell,2,4,Eden Gardens,64.0,28.0,AD Russell,12.0,26.0,26.555555555555557,15.675,25.0,14.0,161.0,191.0,267.0,15.0,12.0
3.0,AD Russell,5,2,Eden Gardens,15.0,13.0,AD Russell,12.0,10.0,26.555555555555557,15.675,22.044444444444444,15.60377358490566,225.0,203.0,293.0,7.0,19.0
3.0,AD Russell,2,4,Chennai,5.0,6.0,AD Russell,19.0,32.0,23.88888888888889,18.125,25.0,14.0,156.0,172.0,235.0,64.0,12.0
3.0,AD Mathews,4,11,Hyderabad,8.0,6.0,AD Mathews,12.0,16.0,19.5,15.5,17.444444444444443,18.1,65.0,26.0,27.0,27.0,24.0
3.0,AB Dinda,4,11,Hyderabad,0.0,2.0,AB Dinda,25.0,29.0,0.0,22.5,1.0,23.4,0.0,72.0,118.0,2.0,26.0
3.0,A Ashish Reddy,4,11,Hyderabad,7.0,4.0,A Ashish Reddy,12.0,21.0,8.454545454545455,14.5,7.0,15.5,0.0,0.0,0.0,32.0,11.0
3.0,T Natarajan,5,4,Dubai,3.0,4.0,T Natarajan,24.0,34.0,1.5,24.3125,1.5,24.529411764705884,0.0,155.0,202.0,0.0,18.0
3.0,TM Dilshan,1,10,Mohali,0.0,3.0,TM Dilshan,6.0,7.0,0.0,6.0,24.272727272727273,12.0,98.0,18.0,13.0,1.0,24.0
3.0,Shakib Al Hasan,2,4,Chennai,3.0,6.0,Shakib Al Hasan,24.0,34.0,12.25,20.6,14.0,23.363636363636363,141.0,287.0,416.0,0.0,24.0
3.0,TM Dilshan,13,5,Delhi,1.0,5.0,TM Dilshan,24.0,30.0,8.666666666666666,12.5,18.928571428571427,11.625,98.0,24.0,20.0,0.0,6.0
